FSC-A,SSC-A,Alexa_488-A,PI-A
58036,55076.6,69089.4,3818.51
56984.4,27916.7,83345.3,10099.6
111123,138663,43870.3,4293.29
92349.8,129940,71694.3,4316.03
53041.1,50557.3,71271.3,7175.69
62468.6,37137.6,51260.5,4406.05
87015.3,106899,113903,5177.45
105918,120243,24971.6,6015.95
42580.6,27967.2,17533.7,3202.24
53977.4,56068.8,58048.3,5275.56
61339.5,54596.5,57771.2,7288.98
67370.2,83774,81862.9,5399.33
62614.6,56356.1,68461.1,4036.1
72351.8,52239.7,28182.4,3660.8
63287,61504.5,71587.7,5980.18
105549,113835,62734.4,17253.6
51515.2,56991.8,59772.1,13414.3
46243.1,40118.1,58479.7,4220.5
53921.1,27308.9,28997.4,5125.98
59853.2,81627.4,88309.7,4226.21
58621.2,84997.6,41091.2,3462.63
39186.4,21499.5,19724.8,4699.66
59554,39764.3,68201.1,4695.09
78075.4,95551.2,108029,5294.09
88859.8,73755.2,77867.9,6127.2
55750.6,67057.3,90848.9,6338.07
60961.1,95161.5,89598.1,9775.8
67073.6,62408.9,62458.9,4194.9
62298.7,32127.5,41881.5,2954.53
58672.2,77851.6,111616,4760.74
75806.7,85707.9,51757.8,4367.3
66057.2,57926.8,51357.1,11525.9
77039.6,99695.5,90711.4,4548.11
64086.9,49658.2,38649.2,6097.73
62226.6,28817.1,35588.8,7481.4
56496.9,33045.2,44977.1,10116.1
47226.1,25847.2,25660.6,5204.49
42488.2,52997.8,15012.6,3063.24
57776.4,88062,101746,4524.29
83614.1,85561.6,101075,6823.39
81737,64822.9,84380.1,4778.89
62057.6,152273,28008.3,2594.79
75591.1,105940,75502.6,4404.42
39067.6,58861.8,24822.1,3321.67
98116.5,145756,88994.1,6372.87
52875.7,54607.1,86233.3,5000
32905,66696.8,34218,2130.04
88759.4,125138,63041.5,5830.91
75966.9,100903,40896.7,7974.96
86449.4,134204,56785.1,3876.3
50849.9,35660,73480,4493.58
81393.8,79814.6,116654,5335.5
50739.9,45005.9,56103.1,3646.65
62028.6,46648.4,76141.4,4306.91
54443.8,42286,64070.3,4772.19
93173.5,47612.7,42726.7,6379.18
94526.1,141438,122151,7332.96
55348.5,47213.7,76366.9,4498.9
66632.7,76328.7,81395.3,4794.88
70167.7,70968.8,74874.7,4484.88
94646.6,104549,90785.6,4683.8
85908.2,115880,31966.3,3487.49
113538,175436,102254,7361.48
60256.2,66305.8,30328.8,9022.41
44609,94528.4,39483.2,5683.81
47156.6,27331.5,23667.8,4703.66
70869.9,68447.1,95717.9,5435.4
49785.1,40615.5,23595.5,3192.08
54997.4,52145.3,78696.8,4688.29
40045.3,30539.5,57021.9,5112.49
62781.8,97019.5,48490.2,3580.37
68896.1,94379.5,66086.5,3881.86
39371.2,18306.1,44762.3,5015.42
38655.8,29484.8,32438.2,8117.68
43740.4,40337.6,48473,5641.07
59672.8,40695.3,61569.6,4456.02
62835.5,65013.1,27689.2,6078.84
83734.6,142928,51131.5,10750.1
54519.5,30566.1,28502.5,5779.72
69525.3,86016.4,36108.5,17153.3
72775.1,117661,37779.3,4196.33
53867.4,55919.9,53532.9,7776.37
66100.3,62367.7,62103.7,4488.57
53236.5,45470,62176.4,4878.81
47388.9,38031.4,59760.8,5108.27
84546.9,88669.8,72095.9,6018.87
56082.4,43509.6,44935,4020.4
68125.2,57771.2,82156.7,4868.52
110884,127054,113972,8765.22
89402.7,96882.5,85751.7,4230.09
60067.9,57988,13989.2,3415.18
41782.4,27159.9,16054.2,3939.36
108185,115088,144849,9377.79
48490.6,66242,49830.9,3566.08
60674.2,29869.1,31400.5,6870.51
67949.2,56164.6,78219.4,5139.2
59844.4,39836.2,42033,4871.43
52555.4,52811.6,82479.8,5068.54
114386,166596,125690,7355.78
74383.8,123630,46131.3,4080.48
68722.7,76101.3,46432.1,2442.05
42945.8,46006,41515.1,8174.32
64442.4,64623.4,86544.7,4705.25
77224.4,134377,65246.1,3255.22
37334.9,24406.8,47325.6,6116.32
74826.4,129405,61326.8,9079.22
77025.5,76786.2,49439.1,4026.49
44689.9,27831.6,30496.4,6442.43
109028,153143,70431.1,6707.28
51482.6,43979.1,27502.6,7372.52
57077.7,73300.3,90676.8,4082.38
52947.8,25238.1,18182.6,4773.13
73097.2,68886,64245.8,3629.94
48751.1,30745.6,73936.4,5475.55
60189.4,34810.1,18371.9,2866.71
73328.6,81604.8,49138.1,4030.4
52174.3,39253.6,41637.1,4493.97
60434,40611.6,53273.7,4530.2
53718.7,31397.3,46017,9745.24
111888,122294,99705.1,7125.44
88601.9,99388.2,93375.9,25729.5
89683.4,129015,88202.1,3944.89
73872.5,79180.2,50088,3961.47
49559,44019,31808.2,2913.47
54803.8,35604.1,57302.9,5454.51
48682.5,58364.4,40972,8206.05
80146.9,100978,118723,5737.2
87681.4,96796.1,106148,6020.22
54383.1,49199.4,35169.3,2512.85
68283.6,64306.8,91516,4867.72
75866.6,86624.2,125917,4635.97
80205,73862.9,35897.9,4576.66
99667,148029,56836.6,6194.28
86032.3,57691.4,72399.6,7969.12
75218,87733.5,87920.7,5149.8
77918.7,130118,38280,2168.06
86106.2,54877.1,81007.2,7798.32
60377.7,69025.7,55966.3,3153.2
42477.6,64429.2,32758.8,4965.66
82591.5,90964,107386,6550.1
86667.7,93835.5,86432.1,9821.49
54829.3,51420.5,22937.7,3865.29
97557.7,107473,108384,6468.92
80677.5,88898.5,93728,4839.16
57464.9,48302.9,37795,4079.27
102249,72640.6,120907,8749.5
28782.2,41316.5,30188.8,6033.63
65430.6,35738.4,25127.9,3615.37
87897.9,117166,40562.9,2268.35
84084,102862,68830.5,9519.11
56325.3,37697.5,44722.4,4004.9
75105.4,108720,46372.8,2822.66
71794.8,68846.1,93813.3,4743.64
74477,58977.5,56280.6,4252.64
125096,159979,148154,8618.46
58180.3,82956.1,57345.2,3635.33
67591,60872.8,59356.6,3564.59
62159.7,61613.6,53837.6,5474.29
47644.1,24756.6,34382,8151.06
69487.4,87212.1,70823.1,3917.99
59220.5,63709.7,27908.8,3842.93
72805,55256.2,69217.4,9001.87
65026.7,66889.7,53023.2,3456.93
31244.4,45585.8,35828.6,2622.5
38847.6,32628.9,34121.4,3814.76
52961,92399.1,89420.6,5459.11
60654,44354.2,94753,6399.2
59319.9,59307.4,51889.6,4140.29
104885,110539,113421,5707.27
68804.6,133382,76054.4,4206.16
114038,161473,72364.3,6833.36
73711.4,93481.7,80962.4,4109.48
61643.1,55096.6,65721,4012.8
93006.3,74006.5,117091,6128.66
44506.9,134974,50133.3,6328.1
49625.8,28938.1,27758.7,13722.7
75956.3,64570.2,72472.2,3719.04
47269.2,140016,37667.5,2627.7
84055.8,83578.5,47949.7,4583.43
26661.4,46230.8,22042.5,5888.02
65674.4,68397.9,72309.5,4987.33
59463.4,69577.6,116436,5254
78814.6,76469.7,82578.7,4212.99
56474.9,70410.2,51193.3,3787.83
74231.5,98029,124315,4644.73
81647.3,128717,117677,5330.74
71744.6,109442,34823.1,3593.45
87545,56019.6,88897.1,8180.05
59473,88238.9,74927.9,4392.33
41071.4,23082.2,19988.4,9191.87
72975.8,83734.1,67708.7,3793.17
86761.8,109053,29892.5,4846.93
35168.3,46661.7,42690.7,8069.91
65897.9,129659,78273.7,5873.53
94387.9,94386.1,96809.8,4929.81
80912.5,100333,92149.9,4593.68
49623.2,63288.1,41696.1,7508.99
85265,114054,68858.5,4185.62
49408.5,32489.2,39326.8,4813.97
42939.6,30008.8,54254.4,4684.88
79405.9,99714.1,35824.9,2313.87
75692.3,70978.1,68902.4,6300.01
71376.8,86666.8,85995.7,5035.58
65303.9,62045.8,92402.1,5023.96
48764.3,39489,42046.9,6408.18
47275.4,49094.3,41603.7,3817.73
108942,135518,75397.2,5617.28
86614.9,113115,91141.6,7334.47
73390.2,65582.3,82348.5,4493.42
59520.6,56225.8,47747.8,3556.14
63996.2,54079.1,74287.9,4314.65
77838.6,50940.3,32883.6,3184.9
61383.5,83413.6,56295.9,4272.71
67052.5,31084.8,40719.5,5770.22
74602.9,101947,122146,4523.02
68126.1,67063.9,47057.4,4435.95
166333,70462.1,48006.8,4557.35
77620.4,80688.4,79920.2,4556.94
86576.2,79434.3,41472.2,4972.99
63317.8,99883,50970.7,6160.43
55185.7,79676.3,63362.1,7665.01
70605,93655.9,25828.3,6493.43
77966.2,90807.1,71928.1,4624.9
65654.2,72082,80976.3,4036.92
57546.7,109970,97250.8,6265.49
106074,110000,63970.4,2925.56
85432.2,109318,121275,7294.05
80685.4,57009.1,47457.9,4061.7
81689.5,92641.2,52688.9,4259.52
74700.6,80901.2,39698.4,3172.75
86267.3,53102.9,43519.4,10728.8
44871.2,45181.4,34892.8,8256.68
81016.3,114291,48576.8,10774.2
101763,105931,137661,8621.56
78673.8,73558.3,62439.2,4538.08
95201,160015,114959,6183.26
82695.4,75990.9,54292.2,2258.05
65839,59280.8,61704.6,4622.95
61214.6,55973.1,96344.3,5421.91
99973.3,96717.6,111597,8403.7
74995.4,102814,50910.5,4022.3
66770,68855.4,67386.9,4270.98
41848.4,62370.4,36019,2673.47
105102,122067,96209.9,6699.18
38790.4,20349,30394.2,10656
101523,80671.2,68705.5,7151.66
62172,57715.4,84756.3,8332.44
48333.1,36583,24924.7,5581.04
66128.5,56346.8,13365,2488.94
79917.2,96808,50119.5,4550.58
65166.6,86697.4,53200.4,3533.67
49372.4,35984.5,35728.9,4763.11
90795.8,86319.7,88364,4679.87
82893.4,89149.9,85153.5,4719.43
76806.4,76021.5,38586.9,4671.85
65046.1,65204.6,76927.6,4239.12
66359,38075.2,74635.4,5042.38
48298.8,35670.6,54133.1,5871.25
85748.1,160160,63439.2,11841.6
87548.6,185640,61612.7,10635.2
100918,155371,68855.2,10097.3
59644.6,45970.1,26775.4,4629.94
46956.8,24853.7,39983.6,4670.48
57072.4,48470.5,77216.5,7546.99
72655.4,36705.3,29664.5,8071.23
87534.5,74351,46611.1,5919
65039.9,55668.5,78696.2,4268.2
112422,148923,105939,6715.1
61693.3,66776.6,91954.5,4578.97
67430.9,63381.2,62271.5,3674.74
86667.7,109124,108537,5032.38
77068.6,107459,128859,5671.88
58468.1,81350.8,45771.6,5922.49
89560.2,100013,77508.4,4614.85
80799.8,99212.7,46578.4,4584.18
69146.9,68882,67740.1,4742.76
94363.3,118105,85219.4,6015.04
61966.1,55550.1,37337.8,4754.76
97429.2,104571,134731,11111.4
82528.2,113760,93502.7,4976.93
90201.8,121486,58898.5,5924.15
75115,85546.9,106390,4434.93
85409.3,77766.4,104228,7649.18
36225.2,35342.1,24653.9,4738.13
84755.4,94281,99182.6,4889.14
95801.2,125031,26499.6,6549.8
84235.4,59513.5,31259.7,6682.99
33169,37137.6,21658.9,3632.41
67321.8,101551,91428.8,8572.14
60280,50461.5,40027.5,3180.57
71584.5,85758.4,45624.4,5000.3
55127.6,38859.9,60440.5,4269.35
54923.4,69719.9,33547.3,3571.06
88367,96214.9,90641,4400.46
58216.4,59496.2,69325.1,4547
48787.2,48986.6,13726.3,2161.29
34197.7,31600.8,30247.2,4159.76
64389.6,58204.8,96097.5,6494.04
75929.9,59435,76853.2,4503.8
63037,71285.3,81318.4,3862.12
34560.2,66208.7,40802.1,2869.33
92389.4,61653.5,47569.4,13825.9
56025.2,61028.4,41837.7,5068.15
70301.4,54506.1,55480.4,3915.57
64864.8,72350.7,50045.2,3578.36
80925.7,98043.6,121519,4836
82512.3,105750,120365,5296.15
51060.2,35497.7,50091.8,5971.12
44187.4,23116.7,36935.6,5318.43
72659,93516.3,27134.9,4652.69
81423.8,60411.3,42065.6,4146.13
61750.5,50524,43340,4117.16
95754.6,100188,61126,5966.11
106641,179578,105026,6877.78
63903,55074,76264.8,3911.19
71009.8,68194.4,53201.8,4344.5
69668.7,48978.6,52411.2,5653.35
62218.6,61814.4,27360.8,2340.14
84035.6,63281.4,54513.1,11381.2
20547.1,41315.1,28044.6,3097.19
52685.6,44520.4,50681.3,4452.69
112371,123855,85238.3,22823.8
59597.1,50861.9,17495.4,3172.7
86640.4,83008,62947.7,4334.61
49792.2,33031.9,55680.7,4213.21
90710.4,115105,143673,5431.22
87196.6,101252,101196,4150.18
81088.5,94455.3,95630.9,5374.55
78672.9,114223,53371.6,19059.1
85007.1,106818,83947,5479.43
39797.1,18060.1,19207.3,10392.4
104625,136604,87631.2,5784.23
64027.9,49974.8,31269.2,4845.69
106000,88902.5,39698.8,6613.32
38996.3,19656.1,18939.3,4334.97
45386.9,55614,73831.7,4860.81
75419.5,69809,92146.3,7076.67
65594.3,57550.4,84215.6,4841.47
130905,89830.9,15110.9,2173.3
38973.4,22620.6,21132.5,3695.67
74053.8,90968,89938.8,4705.69
25901,77455.2,33229.9,5654.01
61356.2,68060.1,38759.5,3625.01
41811.4,50154.3,16208.1,3158.19
63496.4,103475,27216.9,3832.11
79347,78216,64429,4324.4
42599,41968.2,47381.6,7351.46
66717.2,89312.2,66500.7,3717.12
64520.7,53384.9,63037.6,3621.76
60594.2,70721.4,52402.6,4037.69
103909,78994,55456.9,6305.6
82679.5,108505,23077.8,2423.79
61865.8,61851.7,44038.3,3345.07
28541,35231.7,36318.2,3339.15
50561.3,30531.5,21286.9,3907.86
65537.1,54318.5,69822.5,5384.68
93823,125531,49736.6,12449.3
72049.1,51197,16978.2,4142.58
71414.6,36407.4,49407.4,6923.35
77645,57297.7,40416,4296.01
106474,128747,125582,7957.78
121517,137128,145939,7569.27
63437.4,49183.4,19303.3,2942.38
75497.8,116650,66310,3682.2
64355.3,133892,69924,3505.47
48940.3,41170.2,53805.1,5533.21
86566.5,57186,91937.6,7421.62
104148,144634,104129,6807.84
85714.6,79648.4,68847.6,2020.09
42639.5,28551.1,38311.4,4407.75
69843.8,80084.6,129927,5037.59
51707,57059.7,35911,7651.16
71407.6,87910.3,65852.8,3386.79
65102.4,34327.3,41386,4850.67
89166,94106.8,69351.2,3979.51
27427,33019.9,20823.9,6316.98
23418.6,39648.6,28106.8,2581.27
54256.4,45701.5,45825.9,5112.65
77408.3,82538.5,91101.8,7905.27
69720.6,73744.5,71884.6,4621.08
58902.8,55801.5,35289.3,4238.27
54773,68102.6,36490.6,3623.68
92337.5,54633.7,34072.1,3522.96
54091.8,73152.7,35127.7,3447.34
48711.5,49037.1,79158.3,6430.62
68094.4,79434.3,36367.5,6822.95
73149.1,102979,75497.1,3980.69
32640.1,34619.9,35861.7,7585.46
68064.5,20043.1,33939.8,8902.57
69077.4,108810,85967.7,9491.27
57918.1,25151.6,23505.8,3384.86
71865.2,97391.9,101565,4691.1
78386.9,73956,73329.3,4391.89
61744.3,52201.2,73274,4411.99
77075.7,51260.9,39765.2,3209.9
67952.7,95399.6,97170.8,4538.41
63444.5,34142.4,21933.7,3025.6
59810.1,58274,70410.8,3744.27
64015.6,74827.1,70583.8,4728.19
57633.8,110612,79017.1,5128.65
42501.4,38619.2,34217.8,4540.09
94875.4,183818,115838,7094.43
67475.8,92811.4,38108.9,2536.14
61886,63237.5,14353.1,2050.57
42124.7,30953.1,31942.2,4420.03
129292,120579,157795,10109.9
101915,138752,71503.2,3314.34
81684.2,81094.1,81462.1,4885.23
64932.6,108012,17533.8,2934.87
63202.5,80152.5,48564.8,3632.14
69194.4,46734.9,38615.7,2149.7
77146.1,120940,51841.9,4856.07
71567.8,89955.9,68732,9839.9
85858.1,91687.5,82300.2,7224.38
97387,134549,69928.1,6243.87
69471.6,42214.2,31786.6,5417.23
93918.9,107549,85891.6,5650.85
101671,50254.1,32552.1,5316.56
68939.2,67853.9,31284.7,3386.71
58963.5,52872.8,48390.2,7505.94
70216.1,106836,43480.9,4196.91
35736.8,63015.4,34106.4,3565.83
66147,36581.7,33929.7,5159.38
68279.2,61563,101397,4673.45
78421.2,96693.7,45522.2,4066.8
73253,92496.2,107518,4923.84
65021.4,44020.3,53014.8,4445.31
42099.2,21041.9,32740.3,6945.66
38609.1,42952.4,40518.7,6035.31
59425.5,47562.1,57147.6,4852.96
52956.6,58293.9,78054.8,5961.26
74740.2,70567.1,76468.7,4572.03
110327,156323,34729.5,3798.18
50937.9,56603.5,38513.7,7705.22
91795.4,88809.4,57814.8,7238.23
36203.2,26627.9,25837,6260.39
51670.1,40920.1,68367.9,5114.5
57683.1,68851.4,38844.1,3815.67
72510.2,93230.3,72917.6,4053.06
52265.8,33042.5,53867.3,4631.59
52536.9,35225.1,47923,5914.53
71607.4,69738.6,89572.3,5497.97
72714.4,114766,72258.1,3971.39
76637.4,64798.9,87384.2,6538.53
44059.8,32772.5,101489,7871.7
69073.8,56104.7,92247.9,4797.09
47930.1,41311.1,58330.6,5152.99
82983.1,130348,29952.8,4017.78
86168.7,71595.2,69892.5,6959.56
71677.8,80086,67156.6,7079.78
102053,111427,130243,7993.05
62594.4,91361.7,57908,3765.83
85132.1,115050,44225.3,5638.26
49563.4,33732.8,59919.3,5611.66
79993.8,111611,87170.2,6018.1
70097.3,49159.5,57225.3,4249.33
104914,113920,89647.4,7620.4
96514.9,116484,100633,8185.34
91717.1,89039.5,112882,5313.36
75878.9,66146.2,74717.2,4078.25
71855.5,70834.5,77792.8,4977.04
86702,102031,93663.3,5765.56
71538.7,106478,98855.6,3982.87
60911.8,33501.4,88230.1,4942.2
90440.2,106852,35334.4,2112.25
84370.9,39543.6,65183.6,3002.5
50842,40494.5,36572.4,7008.66
71438.4,82668.8,66275.6,4651.5
59179.1,68021.5,43980.2,3899.49
56355.2,33082.4,28581.5,5282.03
69923,53559.1,44403.3,6677.65
60992.8,79675,77413,5542.38
99600.2,102309,116682,7991.18
80077.4,67719.6,79771.9,4816.17
106582,90727.3,129894,8565.06
80171.5,106799,119709,4993.86
87617.2,136491,58073.6,3107.02
65021.4,44129.4,62172.1,6384.5
88507.8,63752.2,43824.2,7747.02
55796.4,27367.4,31993,7223.69
63631,45757.3,41903.5,2188.94
118738,159270,74434.3,4460.4
79952.4,136018,119127,5441.82
42576.2,19331.6,24643,5658.2
67025.2,73467.9,78377.5,3718.22
79559,72846.8,68032.8,8957.75
86517.2,129077,95917.6,4714.45
27540.5,46124.4,27866.3,5638.26
75963.4,79381.1,56089,8736.06
75189,70684.2,50817.6,3821.15
77175.1,100919,56372.9,3356.78
45593.7,88867.9,40149.8,2649.56
103033,119361,153026,9458.53
61580.6,58674.3,91845,4795.74
55235,63032.7,40936.9,3981.93
68741.2,107678,26688.4,2720.39
58062.4,77782.4,30188.2,4097.34
61353.6,47177.8,70307,4835.58
67511,125541,35078.5,5920.57
34493.4,29415.6,38841,4711.83
76571.4,85803.6,41181.7,5191.46
55484.9,71490.2,138865,6507.28
68562.6,104006,63135.1,3484.88
104526,125169,79134.2,5846.96
65874.2,66736.7,47991.7,3924.11
45564.6,31938.6,49186,6410.77
57457,59631.9,20491.9,23920.7
62433.4,46474.2,34366,4506.97
76088.3,94012.4,69519.5,3028.54
84937.6,107189,38081.9,4016.3
52687.4,55808.1,83424.5,3535.73
125740,63221.6,29810.4,227.807
76733.4,57493.2,50514.9,662.88
54898.8,147016,21387.8,145.556
146560,61408.8,16204,140.49
36601,25034.6,16954.1,34.4205
134944,72399.9,36900.9,305.486
127304,95528.6,24882.7,508.071
119801,36271.8,18284.3,98.1668
28583.3,32155.4,33071.8,305.294
35154.2,80856,52769.6,712.912
140330,94191.9,35322.8,352.602
128256,86307.7,38489.5,206.934
124130,59698.4,27365.5,-127.273
89537.4,92279.4,39136.6,279.52
120384,71857.2,32309.8,65.6464
167559,76377.9,15326.7,55.7335
62406.1,68378,37484.7,625.706
26522.3,69594.9,17078.1,1214.51
147160,63973,22765.2,84.2334
139630,88052.7,26430.1,235.986
48134.2,54722.9,39097,262.365
112947,72588.7,28583.4,355.051
107984,57271.1,31300.2,27.2061
109443,45902.3,24667.1,57.3578
126024,87225.4,32581,66.5277
22579,38314.6,67554.9,1168.17
175587,105547,16041.9,204.897
110948,49325.7,21813.9,127.025
54994.7,74162.1,55228,414.365
154737,70075,12890.8,22.0838
167326,82827.1,45386.7,301.081
46742.1,61508.5,29677.7,158.554
32772.1,35894,25341.7,1822.98
73539,115105,36663.4,1643.09
35143.7,27322.2,28016.5,518.562
118254,62041.8,29233.3,-25.4984
59038.3,70283.9,33206.9,444.242
34218.8,54002,40651.3,1158.34
134490,92082.6,40345.7,-27.8391
138036,79323.9,13085.8,80.8186
168222,98354.8,32436.6,-5.39754
134816,77753.1,34425.1,285.412
31372.9,28895.6,55612.7,557.554
105452,38000.8,35703.9,199.087
110549,56400,20252.5,47.4447
141337,83731.5,15486.2,2.80884
141977,96738.9,38042,212.773
129914,71769.5,37547.4,237.279
50010.4,34856.6,25618.3,1477.57
139916,68529.6,32725.8,347.122
30749,34711.7,14634.5,1231.37
120331,61511.2,31650.1,-27.9493
139433,67952.4,36711.6,4.10203
72556.9,61072.3,35925.3,1882.07
103177,81184.5,43270.7,141.398
100020,90037,20053.9,1926.41
140540,80300.1,22102.4,208.504
132896,79843.9,39539.8,37.339
120191,58981.5,32607.2,257.133
30499,48014.3,18942.4,1909.31
146214,82703.4,32315.7,272.443
42567.4,41851.1,55324.3,1553.37
138949,91136.9,31611.9,181.904
168932,86068.3,18718.6,237.802
81568.1,79027.3,21412.2,314.161
46824.8,56781.7,13550.6,1524.1
32030.2,43112,72416.7,1161.7
104193,38685.7,25018.6,785.057
27566,34887.2,14248.9,153.515
148173,91734.1,23570.1,201.592
38680.4,34883.2,26628.1,104.83
122661,55143.1,17860.7,52.0161
135790,104095,42328,138.726
140276,93695.8,28244.9,415.632
110770,50053.2,18252,102.518
113008,171381,46947.5,1956.94
144077,90291,26289.9,108.08
49345.1,102637,23998.9,1192.92
94957.3,132060,33202.4,968.477
45835.7,54733.5,20314.6,197.903
58498.9,55074,42251.6,237.857
127661,51941.8,22971.8,172.239
43122.6,33868.4,37715.4,299.869
31124.7,39841.5,35643.4,1056.21
51940.2,103449,24769.4,244.687
126872,50214.2,32111.7,211.478
139519,75098.5,18944.8,10.6009
129359,51129.2,24744.1,138.92
118268,53503.2,13748.3,-40.6986
81627.9,34198.3,26232,222.217
125643,104461,33875.3,223.622
27928.6,60709.2,88385.8,1163.93
137984,94825,37936.8,453.356
51399.9,41674.2,36501.3,390.793
91615,55258.8,25259.3,147.292
53204.8,140151,21232.2,278.254
144663,64977.2,19744,-68.2902
39232.2,103525,22807.8,202.721
62298.7,76529.5,54311.8,386.745
51947.3,71276,18821.3,-17.8983
141974,79853.2,22823.5,138.865
25439.9,49824.5,23426.4,187.907
124117,74950.8,18932.9,-3.99263
36608,41836.5,29073.6,760.303
32472,40118.1,32738.1,849.686
137107,64829.5,16698,68.2896
142856,92067.9,34350.4,35.5214
19930.2,64251,41469.6,384.047
31893,56251,24671.2,175.653
156023,96891.8,59828.5,653.683
44260.5,49364.3,47184.9,1471.92
65639.2,30427.7,46344.7,470.126
151111,81321.5,28694.8,318.511
114916,79734.8,32267.1,332.857
41467.4,45466.1,59630.3,1226.49
97305.1,71072.5,17390,77.7349
104120,48229.8,26797.8,3.22191
132469,83066.5,24094.1,161.748
111229,94864.9,30146,290.617
51291.7,77187.9,30890.3,1439.37
25147.8,39563.5,35660.8,164.529
118920,71540.7,27298.7,74.9817
118945,86067,19980.3,202.501
63070.5,46057.9,24361,923.51
41223.6,33691.6,27277.7,192.534
113700,45795.9,32756.8,183.638
139256,82144.8,33978.1,220.62
104722,155699,70797.2,665.631
137479,79306.6,28018.9,320.879
29455.4,30659.2,13380,170.972
103284,42719.6,22792.4,90.9241
64570.9,55911.9,16343.7,844.426
109218,54363.8,17188.1,-31.8593
156280,92177,14397.3,52.5115
26377.1,47163.1,57426.4,841.315
130315,65930.8,19794,70.3271
135270,80535.5,17558.8,-80.7359
88388.1,90170,43423.4,423.315
93703.3,42501.5,14514.6,76.4678
124830,49114.2,27111.8,-23.709
56613,61872.9,15381.1,190.193
26889.3,65590.3,14100.8,185.264
130730,61722.6,30255.4,166.953
140708,65968,14858.7,266.716
117530,59508.2,22805,218.334
41646.9,113472,40662.9,723.486
164529,61642.8,24914.1,114.358
42973.9,124326,13536.9,184.107
65318.9,71969,22866.9,1154.87
46634.7,56479.8,26147.2,179.233
30124.2,53391.5,46440.8,679.511
52052,158746,63398.9,966.604
26192.3,66013.2,78144.1,904.812
144753,79427.6,28451.7,262.861
117278,53791.9,27428.6,53.4478
132272,68143.9,19467.3,92.301
137034,79724.2,33467.7,350.262
144593,70205.4,14703.4,130.659
25084.4,37733.4,13608.4,746.342
152227,121679,29884.2,128.236
33946.9,34064,30748.2,226.844
25780.5,51890,27221.8,339.218
143268,88274.8,26662,205.035
53639.5,53350.3,24024.7,230.561
178139,123352,30287.5,-60.7448
119278,94122.8,49481.6,488.851
48169.4,41582.5,15619,178.462
140166,69882.2,24877.6,-92.6868
56679.9,100098,59986.3,1004.36
35074.2,46949,25498.7,439.616
159517,67667.7,68274.8,818.323
35047.8,32575.7,19556.2,173.781
48725.6,62117.7,41960.3,198.591
134966,58260.7,19849.2,-2.9737
139187,63806.8,31197.5,123.307
37255.7,43427.2,16027.5,176.563
141728,76186.4,34659.3,191.156
56811,131314,34181,226.101
106371,78083,30004.6,121.902
50136.2,79612.5,59008.8,1522.92
127950,60249,24252.5,13.4371
143962,85675.9,17898.6,138.893
34177.4,46656.4,40597.9,1532.94
109015,72760.3,28490.9,30.0693
24478.1,43582.8,23743.9,165.08
134637,46434.3,13134.1,63.0577
173442,85820.9,33111.5,174.772
155092,73902.8,17126.3,94.2291
87457.9,137410,45903.9,236.976
35575.8,31445.2,61066,435.1
109095,120897,37724,161.307
26481,45201.4,44065.3,654.619
141366,68518.9,35441.1,194.02
137495,82372.2,16677.3,-31.0886
86260.2,74626.3,54378.8,766.938
85988.3,68823.5,37308.4,1816.12
64997.7,62898.4,28200.1,1368.5
38489.4,45584.4,38325.3,424.994
84275.8,84905.9,20889.7,-20.2393
118056,75461.5,28728.6,1005.29
53533.9,44346.2,27488.9,846.904
130166,84179.7,23248.2,122.178
165780,84631.9,14498.4,79.3319
130283,89796.3,24342.9,227.449
124935,59553.4,39353.8,580.712
154674,66755.4,39178.6,32.4925
37715,49557.1,27718,1508.49
144843,78954.1,18976.7,90.1811
141970,121176,31252,110.09
124257,79939.7,23415,49.4826
69992.6,79597.8,14177.3,310.856
157572,83582.5,37427.1,336.713
122420,73001,29865.2,78.8363
131985,73755.2,16958.3,-8.26061
53897.4,153473,22271.7,283.926
125176,71049.9,13558.3,90.4016
125866,57164.7,19752,290.755
138585,63250.8,23111.6,423.975
149369,94475.2,43903.9,140.242
122079,47784.2,31106.7,232.626
119185,49934.9,28888.8,174.084
128466,75091.8,18571.9,294.307
87803.8,120608,47935.8,892.09
32560.9,62137.6,22578.2,437.743
43480.8,57868.3,25265.7,295.381
23728.3,37972.8,13010,625.265
127732,48816.3,15183.5,131.018
131107,70213.4,16710.2,92.054
133241,71478.2,35581.2,321.926
46307.4,44813,42261.4,485.904
151842,83118.4,46372.1,595.14
43068.1,76262.2,18152.2,249.506
68024,22612.7,18046.1,-86.8493
108966,48199.2,21748.7,74.7333
74308.1,67750.2,35879.4,345.552
132964,68147.9,13648.3,81.0665
96868.6,35057.5,12833.7,207.761
132510,80059.4,44417.6,110.557
83665.1,76416.5,55300.3,569.34
114393,48131.4,22705.3,204.346
132276,67811.4,37432.1,100.948
82342.5,30966.4,21928.6,4.24036
108965,56838.9,32631.3,56.0915
63085.4,92266.1,20480.3,1652.42
43795,72896,19900.4,136.552
136972,67275.4,34680.5,45.6273
70997.5,51713.1,20314.7,183.226
124147,67196.9,54261.9,313.252
158438,102340,30112.8,1739.63
164005,56047.5,39141.5,362.954
141228,72434.5,30663.4,370.059
155577,95878.4,13819.5,178.49
38082,71639.1,27623.4,459.36
29832,56515.7,45983,735.411
72112.5,61637.5,54461.3,593.93
